Date,Action,Price,Reason,Profit,Capital
2025-11-20,BUY,2353.4,押し目買い,0.0,1.0
2025-12-17,SELL,2384.4,トレーリングストップ,31.0,1.0132
2025-12-19,BUY,2379.4,押し目買い,0.0,1.0132
2026-01-21,SELL,2787.1,トレーリングストップ,407.7,1.1868
2026-02-09,BUY,2992.7,MACD上抜け,0.0,1.1868
2026-02-17,SELL,2843.1,ハードストップ,-149.6,1.1275
2026-02-18,BUY,2887.2,押し目買い,0.0,1.1275
2026-03-02,SELL,2742.8,ハードストップ,-144.4,1.0711
2026-03-27,BUY,2630.1,MACD上抜け,0.0,1.0711
2026-04-22,SELL,2799.2,トレーリングストップ,169.1,1.1399
2026-04-24,BUY,2782.5,押し目買い,0.0,1.1399
2026-05-19,HOLDING,3108.0,POS_OPEN,0.0,1.1399
