Date,Action,Price,Reason,Profit,Capital
2025-12-24,BUY,1004.5,ゴールデンクロス,0.0,1.0
2026-01-05,SELL,954.3,ハードストップ,-50.2,0.95
2026-01-09,BUY,950.0,押し目買い,0.0,0.95
2026-01-15,SELL,892.7,ハードストップ,-57.3,0.8927
2026-03-09,BUY,723.6,ゴールデンクロス,0.0,0.8927
2026-03-11,SELL,687.4,ハードストップ,-36.2,0.8481
2026-03-26,BUY,628.4,MACD上抜け,0.0,0.8481
2026-04-02,SELL,643.8,トレーリングストップ,15.4,0.8688
2026-04-08,BUY,697.0,ゴールデンクロス,0.0,0.8688
2026-04-10,SELL,649.6,ハードストップ,-47.4,0.8098
2026-04-17,BUY,689.6,ゴールデンクロス,0.0,0.8098
2026-04-23,SELL,688.1,トレーリングストップ,-1.5,0.808
