Date,Action,Price,Reason,Profit
2026-01-07,BUY,3663.7,MACD上抜け,0.0
2026-01-20,SELL,4530.4,トレーリングストップ(5.0%),866.7
2026-02-09,BUY,4778.7,MACD上抜け,0.0
2026-02-24,SELL,5419.4,トレーリングストップ(5.0%),640.7
2026-04-09,BUY,4610.0,MACD上抜け,0.0
2026-04-13,SELL,4045.0,ハードストップ(5.0%),-565.0
2026-04-23,BUY,4320.0,MACD上抜け,0.0
2026-04-27,SELL,4040.0,ハードストップ(5.0%),-280.0
