Date,Action,Price,Reason,Profit,Capital
2026-02-19,BUY,1205.0,モメンタム + 短期MA反発,0.0,1.0
2026-02-27,SELL,1262.0,短期MA割れ(トレンド転換),57.0,1.0473
2026-03-02,BUY,1480.0,モメンタム + 短期MA反発,0.0,1.0473
2026-03-04,SELL,1355.0,ハードストップ,-125.0,0.9588
2026-03-09,BUY,1421.0,モメンタム + 短期MA反発,0.0,0.9588
2026-03-18,SELL,1640.0,短期MA割れ(トレンド転換),219.0,1.1066
2026-04-14,BUY,1861.0,モメンタム + MACD,0.0,1.1066
2026-04-17,SELL,1768.0,ハードストップ,-93.0,1.0513
2026-04-23,BUY,2322.0,モメンタム + 短期MA反発,0.0,1.0513
2026-05-15,SELL,3070.0,短期MA割れ(トレンド転換),748.0,1.39
2026-05-20,BUY,3220.0,モメンタム + 短期MA反発,0.0,1.39
2026-05-21,SELL,2912.0,ハードストップ,-308.0,1.257
