Date,Action,Price,Reason,Profit,Capital
2025-11-17,BUY,301.0,ゴールデンクロス,0.0,1.0
2025-12-08,SELL,286.0,ハードストップ,-15.0,0.9502
2025-12-11,BUY,303.0,MACD上抜け,0.0,0.9502
2025-12-15,SELL,285.0,ハードストップ,-18.0,0.8937
2026-01-19,BUY,270.0,ゴールデンクロス,0.0,0.8937
2026-01-21,SELL,256.5,ハードストップ,-13.5,0.849
2026-01-30,BUY,236.0,押し目買い,0.0,0.849
2026-02-24,SELL,224.2,ハードストップ,-11.8,0.8066
2026-03-03,BUY,231.0,MACD上抜け,0.0,0.8066
2026-03-05,SELL,215.0,ハードストップ,-16.0,0.7507
2026-03-09,BUY,231.0,MACD上抜け,0.0,0.7507
2026-03-11,SELL,278.3,トレーリングストップ,47.3,0.9044
2026-04-08,BUY,240.0,MACD上抜け,0.0,0.9044
2026-04-21,SELL,228.0,ハードストップ,-12.0,0.8592
