Date,Action,Price,Reason,Profit,Capital
2025-12-03,BUY,2941.5,モメンタム + 短期MA反発,0.0,1.0
2025-12-17,SELL,3023.9,短期MA割れ(トレンド転換),82.4,1.028
2025-12-18,BUY,3107.4,モメンタム + 短期MA反発,0.0,1.028
2026-01-05,SELL,3190.8,短期MA割れ(トレンド転換),83.4,1.0556
2026-01-07,BUY,3362.6,モメンタム + 短期MA反発,0.0,1.0556
2026-02-02,SELL,3382.3,短期MA割れ(トレンド転換),19.7,1.0618
2026-02-05,BUY,3829.0,モメンタム + 短期MA反発,0.0,1.0618
2026-02-06,SELL,3632.6,ハードストップ,-196.4,1.0073
2026-02-10,BUY,3937.0,モメンタム + MACD,0.0,1.0073
2026-02-16,SELL,3878.1,短期MA割れ(トレンド転換),-58.9,0.9923
2026-02-19,BUY,3995.9,モメンタム + 短期MA反発,0.0,0.9923
2026-03-04,SELL,4094.1,短期MA割れ(トレンド転換),98.2,1.0166
