Date,Action,Price,Reason,Profit,Capital
2025-11-27,BUY,1320.8,MACD上抜け,0.0,1.0
2025-12-22,SELL,1254.8,ハードストップ,-66.0,0.95
2025-12-30,BUY,1283.9,ゴールデンクロス,0.0,0.95
2026-01-26,SELL,1219.7,ハードストップ,-64.2,0.9025
2026-03-02,BUY,976.9,MACD上抜け,0.0,0.9025
2026-03-04,SELL,928.1,ハードストップ,-48.8,0.8574
2026-03-12,BUY,982.9,ゴールデンクロス,0.0,0.8574
2026-03-23,SELL,933.8,ハードストップ,-49.1,0.8146
2026-04-02,BUY,955.0,MACD上抜け,0.0,0.8146
2026-04-27,SELL,952.0,トレーリングストップ,-3.0,0.812
2026-05-01,BUY,950.0,押し目買い,0.0,0.812
2026-05-14,HOLDING,1034.0,POS_OPEN,0.0,0.812
