Date,Action,Price,Reason,Profit,Capital
2025-11-18,BUY,3500.0,押し目買い,0.0,1.0
2025-11-20,SELL,3225.0,ハードストップ,-275.0,0.9214
2025-12-10,BUY,2990.0,MACD上抜け,0.0,0.9214
2025-12-17,SELL,2840.5,ハードストップ,-149.5,0.8754
2025-12-30,BUY,3040.0,ゴールデンクロス,0.0,0.8754
2026-01-16,SELL,3049.5,トレーリングストップ,9.5,0.8781
2026-01-20,BUY,3005.0,押し目買い,0.0,0.8781
2026-01-29,SELL,2854.8,ハードストップ,-150.2,0.8342
2026-03-11,BUY,2265.0,ゴールデンクロス,0.0,0.8342
2026-03-13,SELL,2050.0,ハードストップ,-215.0,0.755
2026-03-30,BUY,2100.0,ゴールデンクロス,0.0,0.755
2026-04-02,SELL,1995.0,ハードストップ,-105.0,0.7173
2026-04-16,BUY,2395.0,ゴールデンクロス,0.0,0.7173
2026-04-23,SELL,2440.0,トレーリングストップ,45.0,0.7307
2026-05-11,BUY,2468.0,MACD上抜け,0.0,0.7307
2026-05-13,SELL,2344.6,ハードストップ,-123.4,0.6942
