Date,Action,Price,Reason,Profit,Capital
2025-12-01,BUY,1680.0,MACD上抜け,0.0,1.0
2025-12-03,SELL,1500.0,ハードストップ,-180.0,0.8929
2025-12-11,BUY,1603.0,MACD上抜け,0.0,0.8929
2025-12-17,SELL,1522.8,ハードストップ,-80.2,0.8482
2026-01-07,BUY,1652.0,ゴールデンクロス,0.0,0.8482
2026-01-14,SELL,1808.8,トレーリングストップ,156.8,0.9287
2026-01-28,BUY,1641.0,押し目買い,0.0,0.9287
2026-02-03,SELL,1558.9,ハードストップ,-82.1,0.8822
2026-02-17,BUY,1750.0,MACD上抜け,0.0,0.8822
2026-02-24,SELL,1662.5,ハードストップ,-87.5,0.8381
2026-03-12,BUY,1600.0,ゴールデンクロス,0.0,0.8381
2026-03-23,SELL,1520.0,ハードストップ,-80.0,0.7962
2026-04-09,BUY,1482.0,MACD上抜け,0.0,0.7962
2026-04-13,SELL,1402.0,ハードストップ,-80.0,0.7532
2026-04-21,BUY,1455.0,ゴールデンクロス,0.0,0.7532
2026-04-24,SELL,1382.2,ハードストップ,-72.8,0.7155
2026-05-07,BUY,1393.0,MACD上抜け,0.0,0.7155
2026-05-14,HOLDING,1416.0,POS_OPEN,0.0,0.7155
