Date,Action,Price,Reason,Profit,Capital
2025-11-27,BUY,371.0,MACD上抜け,0.0,1.0
2025-12-02,SELL,352.4,ハードストップ,-18.6,0.9499
2025-12-30,BUY,325.0,MACD上抜け,0.0,0.9499
2026-01-19,SELL,449.4,トレーリングストップ,124.4,1.3134
2026-02-03,BUY,524.0,MACD上抜け,0.0,1.3134
2026-02-13,SELL,603.2,トレーリングストップ,79.2,1.512
2026-02-27,BUY,732.0,MACD上抜け,0.0,1.512
2026-03-04,SELL,843.0,トレーリングストップ,111.0,1.7412
2026-04-16,BUY,1329.0,MACD上抜け,0.0,1.7412
2026-04-22,SELL,1528.6,トレーリングストップ,199.6,2.0028
2026-05-11,BUY,1966.0,MACD上抜け,0.0,2.0028
2026-05-13,SELL,1613.0,ハードストップ,-353.0,1.6432
