Date,Action,Price,Reason,Profit,Capital
2025-12-03,BUY,5335.5,MACD上抜け,0.0,1.0
2025-12-16,SELL,5940.8,トレーリングストップ,605.3,1.1134
2026-01-07,BUY,6382.3,MACD上抜け,0.0,1.1134
2026-01-16,SELL,6524.1,トレーリングストップ,141.8,1.1382
2026-01-28,BUY,6166.4,押し目買い,0.0,1.1382
2026-02-06,SELL,6221.8,トレーリングストップ,55.4,1.1484
2026-02-09,BUY,6857.6,ゴールデンクロス,0.0,1.1484
2026-02-13,SELL,6450.6,ハードストップ,-407.0,1.0803
2026-02-24,BUY,6393.2,ゴールデンクロス,0.0,1.0803
2026-03-02,SELL,6691.6,トレーリングストップ,298.4,1.1307
2026-04-09,BUY,6024.0,MACD上抜け,0.0,1.1307
2026-04-24,SELL,6185.4,トレーリングストップ,161.4,1.161
2026-05-25,BUY,8348.0,MACD上抜け,0.0,1.161
2026-05-28,SELL,7930.6,ハードストップ,-417.4,1.1029
