Date,Action,Price,Reason,Profit,Capital
2025-12-02,BUY,140.0,MACD上抜け,0.0,1.0
2025-12-04,SELL,131.0,ハードストップ,-9.0,0.9357
2025-12-22,BUY,166.0,MACD上抜け,0.0,0.9357
2025-12-24,SELL,142.0,ハードストップ,-24.0,0.8004
2026-02-13,BUY,153.0,MACD上抜け,0.0,0.8004
2026-02-17,SELL,141.0,ハードストップ,-12.0,0.7377
2026-02-18,BUY,146.0,MACD上抜け,0.0,0.7377
2026-02-20,SELL,138.0,ハードストップ,-8.0,0.6972
2026-03-17,BUY,132.0,MACD上抜け,0.0,0.6972
2026-03-23,SELL,125.4,ハードストップ,-6.6,0.6624
2026-04-02,BUY,130.0,MACD上抜け,0.0,0.6624
2026-04-13,SELL,123.5,ハードストップ,-6.5,0.6293
2026-04-20,BUY,154.0,ゴールデンクロス,0.0,0.6293
2026-04-22,SELL,188.1,トレーリングストップ,34.1,0.7686
