Date,Action,Price,Reason,Profit,Capital
2025-11-20,BUY,5677.3,押し目買い,0.0,1.0
2025-11-25,SELL,5393.4,ハードストップ,-283.9,0.95
2025-12-09,BUY,6214.2,MACD上抜け,0.0,0.95
2025-12-11,SELL,5903.5,ハードストップ,-310.7,0.9025
2026-01-06,BUY,5886.1,MACD上抜け,0.0,0.9025
2026-01-21,SELL,6761.1,トレーリングストップ,875.0,1.0367
2026-02-10,BUY,7655.9,MACD上抜け,0.0,1.0367
2026-02-25,SELL,8293.3,トレーリングストップ,637.4,1.123
2026-04-09,BUY,7930.0,MACD上抜け,0.0,1.123
2026-04-13,SELL,7533.5,ハードストップ,-396.5,1.0668
2026-04-14,BUY,7950.0,ゴールデンクロス,0.0,1.0668
2026-04-16,SELL,7480.0,ハードストップ,-470.0,1.0037
