Date,Action,Price,Reason,Profit,Capital
2025-12-18,BUY,308.0,ゴールデンクロス,0.0,1.0
2025-12-22,SELL,259.0,ハードストップ,-49.0,0.8409
2026-01-20,BUY,277.0,押し目買い,0.0,0.8409
2026-01-22,SELL,262.0,ハードストップ,-15.0,0.7954
2026-03-02,BUY,238.0,MACD上抜け,0.0,0.7954
2026-03-04,SELL,210.0,ハードストップ,-28.0,0.7018
2026-03-09,BUY,211.0,MACD上抜け,0.0,0.7018
2026-03-13,SELL,217.6,トレーリングストップ,6.6,0.7238
2026-03-26,BUY,218.0,MACD上抜け,0.0,0.7238
2026-03-30,SELL,207.1,ハードストップ,-10.9,0.6876
2026-04-02,BUY,214.0,MACD上抜け,0.0,0.6876
2026-04-08,SELL,203.3,ハードストップ,-10.7,0.6532
2026-04-20,BUY,205.0,MACD上抜け,0.0,0.6532
2026-04-23,SELL,194.8,ハードストップ,-10.2,0.6207
