Date,Action,Price,Reason,Profit,Capital
2025-12-04,BUY,2241.0,モメンタム + 短期MA反発,0.0,1.0
2025-12-08,SELL,2234.5,短期MA割れ(トレンド転換),-6.5,0.9971
2025-12-11,BUY,2296.3,モメンタム + 短期MA反発,0.0,0.9971
2025-12-17,SELL,2224.7,短期MA割れ(トレンド転換),-71.6,0.966
2025-12-22,BUY,2274.1,モメンタム + 短期MA反発,0.0,0.966
2025-12-25,SELL,2208.8,短期MA割れ(トレンド転換),-65.3,0.9383
2026-01-08,BUY,2335.5,モメンタム + MACD,0.0,0.9383
2026-01-22,SELL,2416.0,短期MA割れ(トレンド転換),80.5,0.9706
2026-02-04,BUY,2469.0,モメンタム + 短期MA反発,0.0,0.9706
2026-02-19,SELL,2932.0,短期MA割れ(トレンド転換),463.0,1.1526
2026-02-25,BUY,3102.0,モメンタム + 短期MA反発,0.0,1.1526
2026-03-03,SELL,2946.9,ハードストップ,-155.1,1.095
